Simulation_Run,Gen,Cand,Type,Value,Fit,deprioritized,E_rate_mean,E_rate_fitness,stdev,stdev_fitness,kurtosis,kurtosis_fitness,skewness,skew_fitness,fitness,I_rate_mean,I_rate_fitness,E_ISI_mean,E_ISI_fitness,I_ISI_mean,I_ISI_fitness,avg_IBI,Stdev,Skew,Kurtosis,mean,skew
240808_Run1_testing,gen_2,65,I_rate_fit,7.2904504931720835,609.1123597112877,False,,,6.316303915079581,47.37033135455587,16.290924652542678,1000.0,3.8714760591394413,11.363212317248319,609.1123597112877,7.2904504931720835,815.9738668166148,,,,,,,,,,
240808_Run1_testing,gen_2,468,I_rate_fit,8.446560581832456,114.56820382563386,False,,,5.098546407602193,14.016547619594357,-0.6061970017251976,14.556785555070768,0.37949740162987183,2.8909856801892517,114.56820382563386,8.446560581832456,326.25684024164156,,,,,,,,,,
240808_Run1_testing,gen_2,10,I_rate_fit,2.6636451504020533,265.95153352338576,False,,,4.233800777193859,5.9031905389083965,5.392628014409292,27.681595501994817,2.356739060216932,2.498384064796612,265.95153352338576,2.6636451504020533,767.6746210033659,,,,,,,,,,
240808_Run1_testing,gen_2,424,I_rate_fit,20.748154244519423,233.89753255286948,False,,,9.695580315481907,1000.0,1.2971407117113012,2.1699834323070477,1.0060360037426936,1.5450540718079244,233.89753255286948,20.748154244519423,697.9775601544934,,,,,,,,,,
240808_Run1_testing,gen_2,231,I_rate_fit,10.500315053720705,660.0185455483565,False,,,10.705925603480178,1000.0,16.15582816169872,1000.0,4.115505239230847,14.503794833152028,660.0185455483565,10.500315053720705,965.5518418119176,,,,,,,,,,
240808_Run1_testing,gen_2,308,I_rate_fit,1.8229945155707168,630.9737641546955,False,,,4.223055539464889,5.840098927436396,13.35454075403533,1000.0,3.647609068918908,9.083995760150046,630.9737641546955,1.8229945155707168,883.8372967039363,,,,,,,,,,
240808_Run1_testing,gen_2,416,I_rate_fit,27.189671191281295,1000.0,False,,,18.035786610496007,1000.0,-1.959426956683315,1000.0,0.02374979723014773,1000.0,1000.0,27.189671191281295,1000.0,,,,,,,,,,
240808_Run1_testing,gen_2,250,I_rate_fit,9.21932198314504,288.12273065770944,False,,,11.427929759409027,1000.0,4.2119481656051585,8.50018494293719,2.1652359997134885,2.062958439654799,288.12273065770944,9.21932198314504,853.8050485905363,,,,,,,,,,
240808_Run1_testing,gen_2,455,I_rate_fit,13.135475177535083,242.77301859508566,False,,,8.621747624235896,475.05938681681545,2.573530383413969,1.6514771652179512,1.7719594536713037,1.3921711991673065,242.77301859508566,13.135475177535083,725.2754074208718,,,,,,,,,,
240808_Run1_testing,gen_2,71,I_rate_fit,2.4034613156094697,449.6605592179763,False,,,4.360599948579662,6.701237061784094,8.157302232764156,439.4139856481869,2.9908847825000002,4.710480270486525,449.6605592179763,2.4034613156094697,904.8572117352556,,,,,,,,,,
240808_Run1_testing,gen_2,56,I_rate_fit,4.774336606157328,97.73663664994599,False,,,5.93268435641431,32.27769883675409,5.735975193120888,39.02158477379772,2.675875807800586,3.4376252420732745,97.73663664994599,4.774336606157328,250.75069993396698,,,,,,,,,,
240808_Run1_testing,gen_2,78,I_rate_fit,6.951094036971761,140.90103012965315,False,,,4.877024483374582,11.231436537855302,1.2540021258838117,2.265641900284882,1.2175584585869117,1.2504912233858856,140.90103012965315,6.951094036971761,419.18695726528864,,,,,,,,,,
240808_Run1_testing,gen_2,240,I_rate_fit,9.843136079325129,309.544586738385,False,,,11.00815704495021,1000.0,-0.8958589669788699,19.44751330662692,0.6914028927061658,2.116348120602916,309.544586738385,9.843136079325129,907.0698987879254,,,,,,,,,,
240808_Run1_testing,gen_2,74,I_rate_fit,0.18604106010161142,1000.0,False,,,0.0,1000.0,,1000.0,,1000.0,1000.0,0.18604106010161142,1000.0,,,,,,,,,,
240808_Run1_testing,gen_2,222,I_rate_fit,9.822198864701011,523.3975162493617,False,,,13.627741160771096,1000.0,17.48357022137334,1000.0,3.8930188945193493,11.610663964648273,523.3975162493617,9.822198864701011,558.5818847834371,,,,,,,,,,
240808_Run1_testing,gen_2,459,I_rate_fit,3.130902367649095,290.22996837292584,False,,,0.0877659083467166,10.703190716205881,2.6789106380933996,1.8350108489812538,2.161272275357961,2.0547976253369535,290.22996837292584,3.130902367649095,866.8000966444592,,,,,,,,,,
240808_Run1_testing,gen_2,227,I_rate_fit,7.519674475421532,646.6538047279848,False,,,1.854019630353032,1.8299491375630332,12.426124414194,1000.0,3.708984891227322,9.658998615056385,646.6538047279848,7.519674475421532,930.3024155688981,,,,,,,,,,
240808_Run1_testing,gen_2,204,I_rate_fit,3.5859661096564954,577.8347715170834,False,,,7.642402937653228,178.41193792276496,16.223995258642383,1000.0,3.9502715713426517,12.294803088060624,577.8347715170834,3.5859661096564954,721.2095114631894,,,,,,,,,,
240808_Run1_testing,gen_2,60,I_rate_fit,51.2215734025076,1000.0,False,,,30.989387022145266,1000.0,2.013084368993826,1000.0,1.7276437055629612,1000.0,1000.0,51.2215734025076,1000.0,,,,,,,,,,
240808_Run1_testing,gen_2,511,I_rate_fit,36.289719338493846,316.3009205794834,False,,,16.757265274572816,1000.0,-1.8539592178349162,50.69460335288874,0.22738345124373166,3.365954102888619,316.3009205794834,36.289719338493846,894.8422042826728,,,,,,,,,,
240808_Run1_testing,gen_2,63,I_rate_fit,1.4427782919156293,276.43984290456405,False,,,1.0418709776846526,4.122405389720708,-1.224053898209023,27.00208654767674,0.6909755714673866,2.1172526743572506,276.43984290456405,1.4427782919156293,800.2001894916582,,,,,,,,,,
240808_Run1_testing,gen_2,215,I_rate_fit,43.81952483916061,307.9446683151498,False,,,18.20273111086056,1000.0,0.19128655023124885,6.557265648074546,-1.0781750858788235,12.419527065184198,307.9446683151498,43.81952483916061,904.8572122321906,,,,,,,,,,
240808_Run1_testing,gen_2,403,I_rate_fit,15.055589939912522,262.07820887397526,False,,,23.670337176402633,1000.0,6.29437569017219,68.20483425346627,2.6818295831753716,3.458153139193039,262.07820887397526,15.055589939912522,714.5716392292665,,,,,,,,,,
240808_Run1_testing,gen_2,449,I_rate_fit,3.4106230050607134,619.1569757157874,False,,,9.71177734374904,1000.0,34.73644099812551,1000.0,5.938638787514311,89.79630936698436,619.1569757157874,3.4106230050607134,767.6746177803781,,,,,,,,,,
