#gen  #ind  fitness  [candidate]
0, 0, 1000, [1675.311122307333, 1.0, 0.26247057881513886, 0.08787893061833259, 0.0016373118023083793, -76.30435042806984, 5.0]
0, 1, 1000, [285.393150353997, 1.0, 0.15581617707402895, 0.1370829630516097, 0.0017608607646587026, -56.04939747415609, 5.0]
0, 2, 1000, [1446.7162011554951, 1.0, 0.0814193721823451, 0.07551699044304964, 0.0017768377189721785, -36.914997148112036, 5.0]
0, 3, 1000, [312.8122723537523, 1.0, 0.07141191582241675, 0.03712791242973604, 0.0011740437971851949, -34.163321400687394, 5.0]
0, 4, 1000, [480.9096221783497, 1.0, 0.23241527509957072, 0.2943261961470435, 0.0016132416099427613, -31.081239399190295, 5.0]
0, 5, 1000, [909.9547507461157, 1.0, 0.02783236977387568, 0.03716931285318904, 0.00020994696389792583, -82.58970547226323, 5.0]
0, 6, 1000, [378.97850395288265, 1.0, 0.1737446523448822, 0.20250998651827823, 0.0012813266710768113, -42.86924408846423, 5.0]
0, 7, 1000, [1724.442694143172, 1.0, 0.1934303153525581, 0.1965068358201792, 0.0018122290354415352, -94.68367099597185, 5.0]
0, 8, 1000, [1761.9419052182704, 1.0, 0.31700897481559603, 0.2839292308579059, 0.0008695402689090124, -52.653074374030254, 5.0]
0, 9, 1000, [451.2080626051851, 1.0, 0.10298108874303176, 0.0524709597891128, 0.0008965056597279561, -46.622989206529034, 5.0]
