#gen  #ind  fitness  [candidate]
0, 0, 586.9210063838494, [1.0, 500.0, 1.0, 0.8857414475525492, 0.7336896176675727, 0.9872023016666651, 0.6662693793985547, 0.04265071999038999, 0.09144497550619786, 0.024597551794462578, 0.08542876895025872, 4.622364300719629, 0.47717122297369086, 0.9714839838407391, 1.453039521616388, 0.8, 6.0, 0.8, 9.0, 0.0019772501145942536, 0.09447788454262787, 0.48250735242294346]
0, 1, 714.5300897673039, [1.0, 500.0, 1.0, 0.8246685148602617, 0.10384050827241775, 0.9197343155771047, 0.036007032542120676, 0.026563723208513502, 0.01484582734791405, 0.059528619231346565, 0.019165207098560563, 3.7343364452291654, 0.46230209627304397, 0.21297451580764148, 1.393157774315505, 0.8, 6.0, 0.8, 9.0, 0.0008695406855712423, 0.03318519086605837, 0.41513663756914687]
0, 2, 1000.0, [1.0, 500.0, 1.0, 0.9073047525245406, 0.21002713563122466, 0.08559148925356386, 0.7433214916841521, 0.02152036687899133, 0.07418172855565892, 0.0049805284548421315, 0.06545884590398249, 0.4867109593075658, 0.13705416540505577, 0.024406345752496617, 1.6704893984990201, 0.8, 6.0, 0.8, 9.0, 0.0010254385381516138, 0.06567452791377318, 0.28587266543035256]
0, 3, 1000.0, [1.0, 500.0, 1.0, 0.6819877534475117, 0.05613528586873473, 0.5026891846881958, 0.37007773569783264, 0.032212532020424414, 0.0019953457048819284, 0.08523299049505217, 0.04315780822918182, 1.9403572569617933, 0.44770732892495074, 1.2883802680258345, 0.781584566841498, 0.8, 6.0, 0.8, 9.0, 0.0008644754119608556, 0.05002327656528908, 0.31043321145390584]
1, 0, 1000.0, [1.0, 500.0, 1.0, 0.9162590918865631, 0.7550566579707908, 0.06457439135340903, 0.02561729749870026, 0.02462664329536525, 0.05035742285866145, 0.09496915066139708, 0.0019307058075058864, 1.8842742027585178, 0.48522773671246155, 0.8611115964476969, 1.3111425002409833, 0.8, 6.0, 0.8, 9.0, 0.0019969775521301897, 0.005228451012570613, 0.5039600521626224]
1, 1, 1000.0, [1.0, 500.0, 1.0, 0.981786556704046, 0.040342325756518846, 0.9336844886891366, 0.37574258343122674, 0.0502683108886032, 0.06866464813193005, 0.012630220128126729, 0.0978716947057147, 0.904552334536112, 0.1784255735711528, 0.9467395328599629, 1.1030601907269608, 0.8, 6.0, 0.8, 9.0, 0.0013718175286738044, 0.0653929849433392, 0.45822901921363407]
1, 2, 1000.0, [1.0, 500.0, 1.0, 0.642502433499698, 0.17166877785131252, 0.9886448037343002, 0.017740081139030417, 0.03503351852626649, 0.0964796122565832, 0.07138376058522607, 0.05978211781104402, 3.5937008923279756, 0.43480955215275185, 0.013524945511253356, 0.42212212439188757, 0.8, 6.0, 0.8, 9.0, 0.0004964844458636435, 0.017920503229967924, 0.34729318528739556]
1, 3, 1000.0, [1.0, 500.0, 1.0, 0.5113300135276335, 0.10434975729751618, 0.9403611802774208, 0.7179888266046417, 0.03078438355539025, 0.014261473077650471, 0.0010891305133687856, 0.08365772844328147, 0.5525011687460921, 0.4812813591440534, 1.1629633084991473, 1.3026254187182502, 0.8, 6.0, 0.8, 9.0, 0.0019815208374262252, 0.13068079173580516, 0.49426701750338187]
2, 0, 468.2046985346728, [1.0, 500.0, 1.0, 0.17320318673719604, 0.7760559512597134, 0.24521191999450132, 0.2143002522917974, 0.017197275647863573, 0.050370965040540436, 0.0006917466430414738, 0.0009524117628485725, 3.5093187923421727, 0.4961744377701355, 0.4417234777899403, 0.18182311329765066, 0.8, 6.0, 0.8, 9.0, 0.001997339798693816, 0.1313610306371575, 0.5978133617058893]
2, 1, 1000.0, [1.0, 500.0, 1.0, 0.9249328464633143, 0.44804627256220503, 0.03731124152029566, 0.002780416463544433, 0.018594378393326054, 0.01931536983571089, 0.02406427219343281, 0.09168296320900696, 3.483050406431806, 0.4897837582475564, 1.3285674814701913, 1.6884447101861162, 0.8, 6.0, 0.8, 9.0, 0.0019992465995459026, 0.13784458785717357, 0.5837730652662769]
