Fit_Type,Filtered_Mean
E_ISI_fit,1.797128984011091
E_rate_fit,25.878269004048725
IBI_fitness,7.2920149019003375
I_ISI_fit,3.442881037245813
I_rate_fit,8.623221509764015
baseline_fit,1077.4032552146473
big_burst_fit,1221.7175523762544
bimodal_burst_fit,0.4919197240624813
burst_frequency_fitness,0.3984522721928919
small_burst_fit,148.45300078840413
thresh_fit,2085.0462806187775
