Simulation_Run,Gen,Cand,Type,Value,Fit,deprioritized,E_rate_mean,E_rate_fitness,stdev,stdev_fitness,kurtosis,kurtosis_fitness,skewness,skew_fitness,fitness,I_rate_mean,I_rate_fitness,E_ISI_mean,E_ISI_fitness,I_ISI_mean,I_ISI_fitness,avg_IBI,Stdev,Skew,Kurtosis,mean,skew
240808_Run1_testing,gen_1,38,burst_frequency_fitness,0.44545454545454544,730.5234755769682,False,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_1,425,burst_frequency_fitness,0.5424242424242425,893.9136634655863,False,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_1,409,burst_frequency_fitness,0.5272727272727272,869.4166343654266,False,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_1,507,burst_frequency_fitness,0.24848484848484848,345.62236298065784,False,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_1,151,burst_frequency_fitness,0.5636363636363636,927.5918872538009,False,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_1,72,burst_frequency_fitness,0.5606060606060606,922.8243397308261,False,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_1,67,burst_frequency_fitness,0.009093664746892997,1000.0,True,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_1,486,burst_frequency_fitness,0.5575757575757576,918.0423231824516,False,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_1,19,burst_frequency_fitness,0.5636363636363636,927.5918872538009,False,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_1,0,burst_frequency_fitness,0.509090909090909,1000.0,True,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_1,250,burst_frequency_fitness,0.3878787878787879,625.7434363444677,False,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_1,70,burst_frequency_fitness,0.5787878787878787,951.2141171306806,False,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_1,25,burst_frequency_fitness,0.46060606060606063,757.1090839508649,False,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_1,504,burst_frequency_fitness,0.5757575757575758,946.518260690477,False,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_1,162,burst_frequency_fitness,0.5,824.3756850259908,False,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_1,290,burst_frequency_fitness,0.2803738317757009,413.19234699239075,False,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_1,389,burst_frequency_fitness,0.5787878787878787,951.2141171306806,False,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_1,101,burst_frequency_fitness,0.5727272727272728,941.8081528000718,False,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_1,428,burst_frequency_fitness,0.5515151515151515,908.4347072281098,False,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_1,31,burst_frequency_fitness,0.5818181818181818,955.8957652415282,False,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_1,470,burst_frequency_fitness,0.49393939393939396,814.1986687641675,False,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_1,381,burst_frequency_fitness,0.5727272727272728,941.8081528000718,False,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_1,188,burst_frequency_fitness,0.5181818181818182,854.5392636356121,False,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_1,442,burst_frequency_fitness,0.5151515151515151,849.5500087753642,False,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_1,209,burst_frequency_fitness,0.5333333333333333,879.2600083487295,False,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_1,165,burst_frequency_fitness,0.603030303030303,988.2730636467048,False,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_1,94,burst_frequency_fitness,0.5757575757575758,946.518260690477,False,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_1,192,burst_frequency_fitness,0.5333333333333333,879.2600083487295,False,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_1,383,burst_frequency_fitness,0.2515151515151515,352.13635993094795,False,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_1,316,burst_frequency_fitness,0.5242424242424243,864.4725308233213,False,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_2,64,burst_frequency_fitness,0.5515151515151515,908.4347072281098,False,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_2,39,burst_frequency_fitness,0.45454545454545453,746.5231534364401,False,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_2,109,burst_frequency_fitness,0.5272727272727272,869.4166343654266,False,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_2,493,burst_frequency_fitness,0.5696969696969697,937.0837502077525,False,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_2,76,burst_frequency_fitness,0.23333333333333334,312.7546356902387,False,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_2,185,burst_frequency_fitness,0.5303030303030303,874.3457784528741,False,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_2,95,burst_frequency_fitness,0.5515151515151515,908.4347072281098,False,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_2,32,burst_frequency_fitness,0.5272727272727272,869.4166343654266,False,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_2,219,burst_frequency_fitness,0.6878787878787879,1000.0,False,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_2,396,burst_frequency_fitness,0.03333333333333333,162.0713048835346,False,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_2,318,burst_frequency_fitness,0.012121212121212121,1000.0,True,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_2,292,burst_frequency_fitness,0.5212121212121212,859.5134224261232,False,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_2,150,burst_frequency_fitness,0.00909090909090909,1000.0,True,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_2,128,burst_frequency_fitness,0.006060606060606061,1000.0,True,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_2,159,burst_frequency_fitness,0.5424242424242425,893.9136634655863,False,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_2,293,burst_frequency_fitness,0.5424242424242425,893.9136634655863,False,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_2,98,burst_frequency_fitness,0.5484848484848485,903.6090195978697,False,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_2,170,burst_frequency_fitness,0.5393939393939394,889.0439059335748,False,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_2,114,burst_frequency_fitness,0.5242424242424243,864.4725308233213,False,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_2,0,burst_frequency_fitness,0.030303030303030304,1000.0,True,,,,,,,,,,,,,,,,,,,,,
240808_Run1_testing,gen_2,237,burst_frequency_fitness,0.5272727272727272,869.4166343654266,False,,,,,,,,,,,,,,,,,,,,,
